20181026395605512051 	,                    	,2018-10-26 06:52:37 ,                    ,2018-10-26 06:52:37 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2018.10.25-收益发放 ,0.01    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2018102522001410051009452177	,7895250980243121    	,2018-10-25 21:55:14 ,2018-10-25 21:55:15 ,2018-10-25 21:55:15 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,如海超市上海新家园路店     ,如海超市上海新家园路店         ,1.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2018102522001410051008907577	,1000001810259142117988633	,2018-10-25 18:08:02 ,2018-10-25 18:08:02 ,2018-10-25 18:08:02 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,美团点评            ,美团订单-1000001810259142117988633,135.40  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20181025391993648051 	,                    	,2018-10-25 06:04:37 ,                    ,2018-10-25 06:04:37 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2018.10.24-收益发放 ,0.01    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2018102422001410051008271641	,7895250911732393    	,2018-10-24 08:50:47 ,2018-10-24 08:50:53 ,2018-10-24 08:50:53 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,悸动烧仙草上海古楼路店     ,一家人亲台湾饭团上海古楼路店      ,8.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2018102422001410051008073221	,15403377628802182610051	,2018-10-24 07:36:03 ,2018-10-24 07:36:06 ,2018-10-24 07:36:06 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,杂粮煎饼            ,商品                  ,5.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20181024386778756051 	,                    	,2018-10-24 04:20:52 ,                    ,2018-10-24 04:20:52 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2018.10.23-收益发放 ,0.01    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2018102322001410051007585687	,15402510548802182610051	,2018-10-23 07:30:55 ,2018-10-23 07:30:58 ,2018-10-23 07:30:58 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,杂粮煎饼            ,商品                  ,10.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2018102122001410051007434201	,18102120401561600041	,2018-10-21 20:40:15 ,2018-10-21 20:40:16 ,2018-10-21 20:40:16 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,联中水果(佘山地铁店)     ,联中水果(佘山地铁店)         ,13.40   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2018102122001410051006990849	,87125622238841      	,2018-10-21 20:38:48 ,2018-10-21 20:38:51 ,2018-10-21 20:38:51 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,赤道海鲜烧烤纸包鱼       ,新八戒板栗-古楼公路店         ,15.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20181021200040011100050092020672	,20181021114590373968219137831188	,2018-10-21 10:42:22 ,2018-10-21 10:42:26 ,2018-10-21 10:42:26 ,支付宝网站     ,即时到账交易          ,summer(*妮萍)     ,转账                  ,90.00   ,支出      ,交易成功    ,0.00     ,0.00     ,转账                  ,已支出      ,
2018102122001410051006663673	,45400825256802182610051	,2018-10-21 08:42:06 ,2018-10-21 08:42:09 ,2018-10-21 08:42:58 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,煎饼              ,商品                  ,1.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2018102122001410051007268559	,45400824715802182610051	,2018-10-21 08:41:12 ,2018-10-21 08:41:15 ,2018-10-21 08:41:58 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,丑姐，从头开始         ,商品                  ,8.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2018102022001410051006656262	,SXA1O55315734766    	,2018-10-20 23:19:44 ,2018-10-20 23:19:45 ,2018-10-20 23:19:45 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,全家便利店(上海区域店)    ,上海全家购物              ,7.60    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2018102022001410051006851368	,21810201053620551216136192	,2018-10-20 20:14:53 ,2018-10-20 20:14:53 ,2018-10-20 20:14:53 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海稍息网络科技有限公司    ,摩摩哒8.00元套餐按摩椅未启动，则系统会在3个工作日内自动退款，如未退款或有疑问请拨打客服电话客服电话：400-869-0707手机：177-5179-7995,8.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2018102022001410051006694070	,7895250458378768    	,2018-10-20 08:31:21 ,2018-10-20 08:31:28 ,2018-10-20 08:31:28 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,悸动烧仙草上海古楼路店     ,一家人亲台湾饭团上海古楼路店      ,7.20    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20181020210500101000050069808652	,20181020210500501000050060507377	,2018-10-20 02:25:46 ,2018-10-20 02:25:46 ,2018-10-20 02:25:46 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-自动转入            ,199.65  ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
20181019200040011100050090584544	,                    	,2018-10-19 10:50:10 ,2018-10-19 10:50:14 ,2018-10-19 10:51:36 ,支付宝网站     ,即时到账交易          ,杨永健             ,转账到银行卡-转账           ,800.00  ,        ,交易成功    ,0.35     ,0.00     ,                    ,资金转移     ,
20181019200040011100270087418136	,20181019881977431152591639749542	,2018-10-19 10:46:47 ,2018-10-19 10:46:59 ,2018-10-19 10:46:59 ,支付宝网站     ,即时到账交易          ,季培红             ,转账                  ,1000.00 ,收入      ,交易成功    ,0.00     ,0.00     ,转账                  ,已收入      ,
2018101922001410051006250298	,7895250477299409    	,2018-10-19 08:35:47 ,2018-10-19 08:35:54 ,2018-10-19 08:35:54 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,悸动烧仙草上海古楼路店     ,一家人亲台湾饭团上海古楼路店      ,8.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2018101822001410051005997437	,2018101812034539720 	,2018-10-18 12:03:46 ,2018-10-18 12:04:03 ,2018-10-18 12:04:03 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京爱奇艺科技有限公司     ,爱奇艺VIP会员1个月自动续费     ,15.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2018101822001110051006098836	,T200P243369378862107730	,2018-10-18 11:29:38 ,2018-10-18 11:29:42 ,2018-10-28 16:24:06 ,淘宝        ,支付宝担保交易         ,tb3483354       ,三泡台茶18包兰州特产散袋装自用甘肃八宝茶三炮台菊花玫瑰盖碗茶,29.80   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2018101822001410051006168577	,45398228571802182610051	,2018-10-18 08:34:18 ,2018-10-18 08:34:20 ,2018-10-18 08:34:58 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,煎饼              ,商品                  ,1.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2018101822001410051005972945	,87125316185539      	,2018-10-18 08:33:28 ,2018-10-18 08:33:31 ,2018-10-18 08:33:31 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,皇室饼点            ,皇室饼点-佘山湾店           ,3.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2018101722001410050570775507	,7895250326863287    	,2018-10-17 08:41:05 ,2018-10-17 08:41:12 ,2018-10-17 08:41:12 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,悸动烧仙草上海古楼路店     ,一家人亲台湾饭团上海古楼路店      ,8.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2018101622001410050568959820	,MSL78LXS0Ba1        	,2018-10-16 16:11:47 ,2018-10-16 16:11:47 ,2018-10-16 16:11:47 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,App Store & Apple Music,App Store & Apple Music: 于 10.16完成的购买,18.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2018101522001310050561852139	,53959125498154681   	,2018-10-15 16:14:54 ,2018-10-15 16:14:54 ,2018-10-15 16:14:54 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,Youtong Trading (Hong Kong) Limited（A）,小红书订单               ,950.00  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20181015200040011100050087834704	,20181015245011155915444632384114	,2018-10-15 16:06:59 ,2018-10-15 16:07:05 ,2018-10-15 16:07:06 ,支付宝网站     ,即时到账交易          ,summer(*妮萍)     ,转账                  ,500.00  ,支出      ,交易成功    ,0.00     ,0.00     ,转账                  ,已支出      ,
2018101422001410050559661794	,1810140000124356    	,2018-10-14 11:51:32 ,2018-10-14 11:51:32 ,2018-10-14 11:51:32 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,漫咔酸辣粉(虹口龙之梦店)   ,漫咔酸辣粉(虹口店)_AndroidMYD[条码支付],27.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2018101422001410050557757078	,7895250359586281    	,2018-10-14 08:45:51 ,2018-10-14 08:45:54 ,2018-10-14 08:45:54 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,悸动烧仙草上海古楼路店     ,一家人亲台湾饭团上海古楼路店      ,10.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2018101222001410050551182007	,18101221163491500041	,2018-10-12 21:16:35 ,2018-10-12 21:16:35 ,2018-10-12 21:16:35 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,联中水果(佘山地铁店)     ,联中水果(佘山地铁店)         ,12.80   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2018101222001410050549099314	,81531810121000172529	,2018-10-12 14:26:58 ,2018-10-12 14:26:58 ,2018-10-12 14:26:58 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,星巴克(虹口龙之梦2店)    ,上海星巴克咖啡经营有限公司       ,31.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2018101200003001050088455141	,664040150           	,2018-10-12 12:14:16 ,2018-10-12 12:14:19 ,2018-10-12 12:14:23 ,支付宝网站     ,即时到账交易          ,上海城投水务(集团)有限公司  ,10月-水费-房东           ,34.50   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2018101222001410050547210510	,7895250346260754    	,2018-10-12 08:46:24 ,2018-10-12 08:46:26 ,2018-10-12 08:46:26 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,悸动烧仙草上海古楼路店     ,一家人亲台湾饭团上海古楼路店      ,8.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20181012210500101000050067388967	,20181012210500501000050056999265	,2018-10-12 02:46:15 ,2018-10-12 02:46:15 ,2018-10-12 02:46:15 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-自动转入            ,500.00  ,        ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
20181011200040011100270082001198	,2018101101063022144440882700313874900001F	,2018-10-11 15:29:52 ,2018-10-11 15:29:51 ,2018-10-11 15:29:52 ,支付宝网站     ,即时到账交易          ,季培红             ,收到普通红包              ,500.00  ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2018101122001410050541012001	,7895250509806533    	,2018-10-11 08:42:03 ,2018-10-11 08:42:05 ,2018-10-11 08:42:05 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,联晨一饼店上海古楼公路店    ,联晨一饼店上海古楼公路         ,5.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2018101022001410050531500605	,1000001810108715368461633	,2018-10-10 12:25:46 ,2018-10-10 12:25:46 ,2018-10-10 12:25:46 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,美团点评            ,美团订单-1000001810108715368461633,24.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2018100922001110050527850662	,T200P237893507617107730	,2018-10-09 19:58:35 ,2018-10-09 19:58:39 ,2018-10-20 11:36:44 ,淘宝        ,支付宝担保交易         ,徐太能             ,中秋节送父母妈妈老人长辈爷爷婆婆生日礼物实用客户高档特色礼品,298.00  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20181009200040011100050083382911	,20181009057864240896634081973166	,2018-10-09 15:04:10 ,2018-10-09 15:04:13 ,2018-10-09 15:04:13 ,支付宝网站     ,即时到账交易          ,季培红(季培红)        ,转账                  ,7000.00 ,支出      ,交易成功    ,0.00     ,0.00     ,转账                  ,已支出      ,
20181009200040011100050083403281	,20181009876349120399177275603377	,2018-10-09 15:03:54 ,2018-10-09 15:03:58 ,2018-10-09 15:03:58 ,支付宝网站     ,即时到账交易          ,季培红(季培红)        ,转账                  ,10000.00,支出      ,交易成功    ,0.00     ,0.00     ,转账                  ,已支出      ,
2018100929020841050196937503	,                    	,2018-10-09 15:01:28 ,2018-10-09 15:01:28 ,2018-10-09 15:01:28 ,支付宝网站     ,即时到账交易          ,花呗              ,主动还款-花呗2018年10月账单   ,3408.26 ,        ,还款成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2018100929020848050196615434	,                    	,2018-10-09 09:57:48 ,2018-10-09 09:57:49 ,2018-10-09 09:57:49 ,支付宝网站     ,即时到账交易          ,花呗              ,自动还款-花呗2018年10月账单   ,458.29  ,        ,还款成功    ,0.00     ,0.00     ,                    ,资金转移     ,
20181009334761081051 	,                    	,2018-10-09 05:37:14 ,                    ,2018-10-09 05:37:14 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2018.10.08-收益发放 ,0.02    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2018100822001410050526952463	,ddf9ad1352bc4646acc0092e6634ab55	,2018-10-08 22:59:24 ,2018-10-08 22:59:25 ,2018-10-08 22:59:24 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,汉庭星空(上海)酒店管理有限公司,汉庭上海虹口足球场地铁站酒店，订单号:R20008320000463683(2000832),312.00  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2018100822001410050521828374	,7895250518262956    	,2018-10-08 08:50:20 ,2018-10-08 08:50:23 ,2018-10-08 08:50:23 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,联晨一饼店上海古楼公路店    ,联晨一饼店上海古楼公路         ,5.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20181008330282772051 	,                    	,2018-10-08 04:41:27 ,                    ,2018-10-08 04:41:27 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2018.10.07-收益发放 ,0.02    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2018100700003001050087715849	,1106202451          	,2018-10-07 21:05:57 ,2018-10-07 21:06:00 ,2018-10-07 21:06:02 ,支付宝网站     ,即时到账交易          ,国网上海市电力公司(缴费)   ,10月-电费-*萍萍-房东       ,80.80   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2018100700003001050087713878	,1106202451          	,2018-10-07 21:05:48 ,2018-10-07 21:05:51 ,2018-10-07 21:05:52 ,支付宝网站     ,即时到账交易          ,国网上海市电力公司(缴费)   ,9月-电费-*萍萍-房东        ,263.10  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2018100722001410050519896478	,18100717544470500041	,2018-10-07 17:54:44 ,2018-10-07 17:54:45 ,2018-10-07 17:54:45 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,联中水果(佘山地铁店)     ,联中水果(佘山地铁店)         ,9.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2018100722001410050519434510	,87124200085760      	,2018-10-07 17:52:24 ,2018-10-07 17:52:29 ,2018-10-07 17:52:29 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海市松江区韵静点心店     ,新八戒板栗-古楼公路店         ,10.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2018100722001410050519633625	,7895250517634485    	,2018-10-07 17:25:44 ,2018-10-07 17:25:45 ,2018-10-07 17:25:45 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,红烧牛肉烩面(古楼公路)    ,红烧牛肉面上海佘山湾广场店       ,28.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20181007200040011100050081899801	,                    	,2018-10-07 15:17:24 ,2018-10-07 15:17:29 ,2018-10-07 15:17:30 ,支付宝网站     ,即时到账交易          ,蜡烛              ,收款                  ,2.60    ,支出      ,交易成功    ,0.00     ,0.00     ,收款                  ,已支出      ,
2018100722001410050518191826	,15388923564802182610051	,2018-10-07 14:05:57 ,2018-10-07 14:06:04 ,2018-10-07 14:06:04 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,三               ,商品                  ,6.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2018100722001410050516567436	,2018100710375220450357643515	,2018-10-07 10:37:52 ,2018-10-07 10:37:55 ,2018-10-07 10:37:55 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,张师傅石磨肠粉         ,美团点评智能支付_张师傅肠粉（佘山店） ,4.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2018100722001410050517224323	,2018100710372420450718011020	,2018-10-07 10:37:24 ,2018-10-07 10:37:28 ,2018-10-07 10:37:28 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,张师傅石磨肠粉         ,美团点评智能支付_张师傅肠粉（佘山店） ,13.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20181007327940312051 	,                    	,2018-10-07 06:37:22 ,                    ,2018-10-07 06:37:22 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2018.10.06-收益发放 ,0.02    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2018100622001410050515449493	,45388213687802182610051	,2018-10-06 18:22:49 ,2018-10-06 18:22:52 ,2018-10-06 18:22:52 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,姚丞琪             ,商品                  ,300.00  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2018100622001410050512414834	,062979347244        	,2018-10-06 09:57:17 ,2018-10-06 09:57:17 ,2018-10-06 09:57:17 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,统一超商（上海）便利有限公司  ,7-ELEVEn上海虹足消费      ,4.20    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2018100622001410050511609458	,7895250222596703    	,2018-10-06 08:38:53 ,2018-10-06 08:38:54 ,2018-10-06 08:38:54 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,联晨一饼店上海古楼公路店    ,联晨一饼店上海古楼公路         ,5.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20181006324599437051 	,                    	,2018-10-06 05:39:13 ,                    ,2018-10-06 05:39:13 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2018.10.05-收益发放 ,0.02    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2018100522001110050502084403	,T100P235318787015107730	,2018-10-05 19:40:08 ,2018-10-05 19:40:11 ,2018-10-05 19:40:13 ,淘宝        ,支付宝担保交易         ,中国电信官方旗舰店       ,189-9386-7420 中国电信官方旗舰店 甘肃手机充值100元电信话费直充快充电信充值,99.80   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2018100522001410050506822076	,7895250209422344    	,2018-10-05 09:12:15 ,2018-10-05 09:12:18 ,2018-10-05 09:12:18 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,联晨一饼店上海古楼公路店    ,联晨一饼店上海古楼公路         ,4.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20181005321982047051 	,                    	,2018-10-05 06:44:37 ,                    ,2018-10-05 06:44:37 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2018.10.04-收益发放 ,0.02    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2018100422001410050504908528	,7895250296851316    	,2018-10-04 18:41:14 ,2018-10-04 18:41:14 ,2018-10-04 18:41:14 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,麦香牛肉面上海新家园路店    ,麦香牛肉面上海新家园路店        ,12.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20181004319094694051 	,                    	,2018-10-04 07:25:40 ,                    ,2018-10-04 07:25:40 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2018.10.03-收益发放 ,0.02    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2018100322001110050594331499	,T100P233705283000107730	,2018-10-03 16:54:06 ,2018-10-03 16:54:09 ,2018-10-03 16:54:11 ,淘宝        ,支付宝担保交易         ,中国移动官方旗舰店       ,188-1738-0129 上海 移动手机 话费充值 100元 快充直充 24小时自动充值快速到帐,99.80   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20181003316432637051 	,                    	,2018-10-03 08:19:52 ,                    ,2018-10-03 08:19:52 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2018.10.02-收益发放 ,0.02    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2018100222001410050595315503	,7895250255332511    	,2018-10-02 21:33:00 ,2018-10-02 21:33:00 ,2018-10-02 21:33:00 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,2014烤吧          ,2014烤吧上海佘山湾店        ,193.00  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20181002313413171051 	,                    	,2018-10-02 08:58:45 ,                    ,2018-10-02 08:58:45 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2018.10.01-收益发放 ,0.02    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
